5029E,ALCATEL,3L (2020),SmartPhone
SM-E500M,Samsung,Galaxy E5,SmartPhone
SM-G531H,Samsung,Galaxy Grand Prime,SmartPhone
SM-J120F,Samsung,Galaxy J1 (2016),SmartPhone
SM-J120F,Samsung,Galaxy J1 (2016),SmartPhone
SM-J120H,Samsung,Galaxy J1 (2016),SmartPhone
SM-J200BT,Samsung,Galaxy J2 DTV,SmartPhone
SM-J200BT,Samsung,Galaxy J2 DTV,SmartPhone
SM-J200G,Samsung,Galaxy J2,SmartPhone
SM-J200G,Samsung,Galaxy J2,SmartPhone
SM-J3110,Samsung,Galaxy J3 Pro Duos,SmartPhone
SM-J320F,Samsung,Galaxy J3 (2016),SmartPhone
SM-J320FN,Samsung,Galaxy J3,SmartPhone
SM-J320H,Samsung,Galaxy J3 (2016),SmartPhone
SM-J500G,Samsung,Galaxy J5 Duos,SmartPhone
SM-T285,Samsung,Galaxy Tab A 7.0,Tablet
SM-T670,Samsung,Galaxy View,Tablet
vivo V3Max,Vivo,V3Max,SmartPhone
A1601,OPPO,F1s,SmartPhone
A1601,OPPO,F1s,SmartPhone
A1601,OPPO,F1s,SmartPhone
A1601,OPPO,F1s,SmartPhone
A1601,OPPO,F1s,SmartPhone
A1601,OPPO,F1s,SmartPhone
HUAWEI TIT-AL00,Huawei,Enjoy 5,SmartPhone
X9009,OPPO,F1 Plus,SmartPhone
X9009,OPPO,F1 Plus,SmartPhone
CPH1607,OPPO,R9S,SmartPhone
CPH1701,OPPO,A57,SmartPhone
CPH1701,OPPO,A57,SmartPhone
CPH1701,OPPO,A57,SmartPhone
D6503,Sony,Xperia Z2 ,SmartPhone
LG-K220,LG,X power,SmartPhone
P008,Asus,Zenpad,Tablet
Redmi 3S,Xiaomi,Redmi 3S,SmartPhone
Redmi 4,Xiaomi,Redmi 4,SmartPhone
Redmi 4,Xiaomi,Redmi 4,SmartPhone
Redmi 4A,Xiaomi,Redmi 4A,SmartPhone
SAMSUNG SM-G532MT,Samsung,Galaxy J2 Prime,SmartPhone
SAMSUNG SM-G532MT,Samsung,Galaxy J2 Prime,SmartPhone
SAMSUNG SM-G5510,Samsung,Galaxy On5 Neo 2016,SmartPhone
SAMSUNG SM-G610Y,Samsung,Galaxy J7 Prime,SmartPhone
SAMSUNG SM-J500FN,Samsung,Galaxy J5 Duos,SmartPhone
SM-A320FL,Samsung,Galaxy A3,SmartPhone
SM-A500F,Samsung,Galaxy A5,SmartPhone
SM-A800I,Samsung,Galaxy A8,SmartPhone
SM-G532F,Samsung,Galaxy Grand Prime 4G,SmartPhone
SM-G532G,Samsung,Galaxy J2 Prime LTE,SmartPhone
SM-G532G,Samsung,Galaxy J2 Prime LTE,SmartPhone
SM-G532G,Samsung,Galaxy J2 Prime LTE,SmartPhone
SM-G532G,Samsung,Galaxy J2 Prime LTE,SmartPhone
SM-G532G,Samsung,Galaxy J2 Prime LTE,SmartPhone
SM-G532M,Samsung,Galaxy J2 Prime,SmartPhone
SM-G532M,Samsung,Galaxy J2 Prime,SmartPhone
SM-G532MT,Samsung,Galaxy J2 Prime TV,SmartPhone
SM-G532MT,Samsung,Galaxy J2 Prime TV,SmartPhone
SM-G532MT,Samsung,Galaxy J2 Prime TV,SmartPhone
SM-G532MT,Samsung,Galaxy J2 Prime TV,SmartPhone
SM-G920F,Samsung,Galaxy S6,SmartPhone
SM-J106H,Samsung,Galaxy J1 Mini Prime,SmartPhone
SM-J500H,Samsung,Galaxy J5 Duos,SmartPhone
SM-J500M,Samsung,Galaxy J5,SmartPhone
SM-J500M,Samsung,Galaxy J5,SmartPhone
SM-J700F,Samsung,Galaxy J7,SmartPhone
SM-J700M,Samsung,Galaxy J7,SmartPhone
SM-N910C,Samsung,Galaxy Note 4,SmartPhone
vivo 1610,Vivo,Y93 Starry Black,SmartPhone
BG2-W09,Huawei,MediaPad T3 7,Tablet
BLL-L23,Huawei,GR5 2017,SmartPhone
CAM-L21,Huawei,Y6 II,SmartPhone
CAM-L21,Huawei,Y6 II,SmartPhone
CAM-L21,Huawei,Y6 II,SmartPhone
CPH1609,OPPO,F3,SmartPhone
MYA-U29,Huawei,Y5 2017,SmartPhone
Orange-Rise31,Orange,Rise 31,SmartPhone
PGN610,CONDOR,Plume P8 Lite,SmartPhone
T702,Oprix,T702,Tablet
XT1069,Motorola,Moto G5s Plus,SmartPhone
XT1069,Motorola,Moto G5s Plus,SmartPhone
vivo 1601,Vivo,V5,SmartPhone
AGS-L09,Huawei,MediaPad T3 10,Tablet
AGS-W09,Huawei,MediaPad T3 10,Tablet
AGS-W09,Huawei,MediaPad T3 10,Tablet
AGS-W09,Huawei,MediaPad T3 10,Tablet
BLADE V8 SE,ZTE,Blade V8,SmartPhone
BLL-L22,Huawei,GR5 2017,SmartPhone
BLL-L22,Huawei,GR5 2017,SmartPhone
BLL-L22,Huawei,GR5 2017,SmartPhone
EVA-L09,Huawei,P9,SmartPhone
HUAWEI VNS-L31,Huawei,P9 lite,SmartPhone
Impress_Luck,Vertex,Impress Luck,SmartPhone
K10000 Mix,OUKITEL,K10000 Mix,SmartPhone
LG-H850,LG,G5 Titan,SmartPhone
LG-M250,LG,K10,SmartPhone
LG-M250,LG,K10,SmartPhone
LG-M250,LG,K10,SmartPhone
LG-TP450,LG,Stylo 3 Plus,SmartPhone
LGMP260,LG,K20 Plus,SmartPhone
MS50L,Multilaser,MS50L,SmartPhone
P00I,Asus,ZenPad Z10,Tablet
PRA-LX1,Huawei,P8 LITE 2017,SmartPhone
PRA-TL10,Huawei,Honor 8 lite,SmartPhone
Redmi Note 4,Xiaomi,Redmi Note 4,SmartPhone
Redmi Note 4,Xiaomi,Redmi Note 4,SmartPhone
Redmi Note 4,Xiaomi,Redmi Note 4,SmartPhone
Redmi Note 4,Xiaomi,Redmi Note 4,SmartPhone
Redmi Note 4,Xiaomi,Redmi Note 4,SmartPhone
Redmi Note 4,Xiaomi,Redmi Note 4,SmartPhone
Redmi Note 4,Xiaomi,Redmi Note 4,SmartPhone
Redmi Note 4,Xiaomi,Redmi Note 4,SmartPhone
Redmi Note 4,Xiaomi,Redmi Note 4,SmartPhone
SAMSUNG SM-A510F,Samsung,Galaxy A5,SmartPhone
SAMSUNG SM-A510F,Samsung,Galaxy A5,SmartPhone
SAMSUNG SM-A510F,Samsung,Galaxy A5,SmartPhone
SAMSUNG SM-A510M,Samsung,Galaxy A5,SmartPhone
SAMSUNG SM-G610F,Samsung,Galaxy J7 Prime,SmartPhone
SAMSUNG SM-G930A,Samsung,Galaxy S7,SmartPhone
SAMSUNG SM-G930A,Samsung,Galaxy S7,SmartPhone
SAMSUNG SM-G930A,Samsung,Galaxy S7,SmartPhone
SAMSUNG SM-G930A,Samsung,Galaxy S7,SmartPhone
SAMSUNG SM-G930A,Samsung,Galaxy S7,SmartPhone
SM-A310F,Samsung,Galaxy A3 (2016),SmartPhone
SM-A510K,Samsung,Galaxy A5,SmartPhone
SM-A510K,Samsung,Galaxy A5,SmartPhone
SM-A510K,Samsung,Galaxy A5,SmartPhone
SM-A710M,Samsung,Galaxy A7 (2016),SmartPhone
SM-A710M,Samsung,Galaxy A7 (2016),SmartPhone
SM-G610F,Samsung,Galaxy J7 Prime,SmartPhone
SM-G920F,Samsung,Galaxy S6,SmartPhone
SM-J730GM,Samsung,Galaxy J7 Pro,SmartPhone
SM-J730GM,Samsung,Galaxy J7 Pro,SmartPhone
SM-N920C,Samsung,Galaxy Note 5 Duos,SmartPhone
SM-T813,Samsung,Galaxy Tab S2,Tablet
SO-02H,DoCoMo,Xperia Z5 Compact SO-02H,SmartPhone
SO-02J,DoCoMo,Xperia X Compact SO-02J,SmartPhone
TRT-LX2,Huawei,Y7,SmartPhone
VIE-L09,Huawei,P9 Plus,SmartPhone
vivo 1612,Vivo,V5S,SmartPhone
vivo 1612,Vivo,V5S,SmartPhone
vivo 1714,Vivo,V17,SmartPhone
ASUS_X00ID,Asus,ZenFone 4 Max Pro,SmartPhone
CPH1723,OPPO,F5,SmartPhone
CPH1729,OPPO,A83,SmartPhone
CPH1729,OPPO,A83,SmartPhone
CPH1729,OPPO,A83,SmartPhone
CPH1729,OPPO,A83,SmartPhone
F-02H,DoCoMo,arrows NX F-02H,SmartPhone
MI MAX 2,Xiaomi,MI MAX 2,SmartPhone
Moto E (4) Plus,Motorola,Moto E4 Plus,SmartPhone
Moto E (4),Motorola,Moto E4,SmartPhone
Redmi Note 5 Pro,Xiaomi,Redmi Note 5 Pro,SmartPhone
SAMSUNG SM-G611F,Samsung,Galaxy On7 Prime,SmartPhone
SAMSUNG SM-J250F,Samsung,Galaxy J2 Pro,SmartPhone
SAMSUNG SM-J250F,Samsung,Galaxy J2 Pro,SmartPhone
SAMSUNG SM-J510FN,Samsung,Galaxy J5 (2016),SmartPhone
SAMSUNG SM-J510FN,Samsung,Galaxy J5 (2016),SmartPhone
SAMSUNG SM-J510FN,Samsung,Galaxy J5 (2016),SmartPhone
SAMSUNG SM-J510FN,Samsung,Galaxy J5 (2016),SmartPhone
SM-G611MT,Samsung,Galaxy J7 Prime2 TV,SmartPhone
SM-J250F,Samsung,Galaxy J2 Pro,SmartPhone
SM-J250F,Samsung,Galaxy J2 Pro,SmartPhone
SM-J250F,Samsung,Galaxy J2 Pro,SmartPhone
SM-J250F,Samsung,Galaxy J2 Pro,SmartPhone
SM-J250F,Samsung,Galaxy J2 Pro,SmartPhone
SM-J250F,Samsung,Galaxy J2 Pro,SmartPhone
SM-J250F,Samsung,Galaxy J2 Pro,SmartPhone
SM-J250F,Samsung,Galaxy J2 Pro,SmartPhone
SM-J250F,Samsung,Galaxy J2 Pro,SmartPhone
SM-J250M,Samsung,Galaxy J2 Pro,SmartPhone
SM-J250M,Samsung,Galaxy J2 Pro,SmartPhone
SM-J510FN,Samsung,Galaxy J5 (2016),SmartPhone
SM-J510FN,Samsung,Galaxy J5 (2016),SmartPhone
SM-J510FN,Samsung,Galaxy J5 (2016),SmartPhone
SM-J510FN,Samsung,Galaxy J5 (2016),SmartPhone
SM-J510FN,Samsung,Galaxy J5 (2016),SmartPhone
SM-J510H,Samsung,GALAXY J5 2,SmartPhone
SM-P555,Samsung,Galaxy Tab A,Tablet
SM-T350,Samsung,Galaxy Tab A,Tablet
SM-T385,Samsung,Galaxy Tab A 8.0,Tablet
SM-T550,Samsung,Galaxy Tab A,Tablet
SM-T550,Samsung,Galaxy Tab A,Tablet
SM-T560NU,Samsung,Galaxy Tab E 9.6 WiFi,Tablet
SM-T560NU,Samsung,Galaxy Tab E 9.6 WiFi,Tablet
LM-X210,LG,Aristo 2,SmartPhone
LM-X210,LG,Aristo 2,SmartPhone
LM-X210K,LG,X2 (2018),SmartPhone
LM-X210K,LG,X2 (2018),SmartPhone
LM-X210K,LG,X2 (2018),SmartPhone
LM-X410.F,LG,K11+,SmartPhone
LM-X410.F,LG,K11+,SmartPhone
LM-X410.F,LG,K11+,SmartPhone
LM-X410.F,LG,K11+,SmartPhone
LM-X410.F,LG,K11+,SmartPhone
LM-X410.F,LG,K11+,SmartPhone
MX9,Unknown,Unknown,SmartPhone
P10,Huawei,P10,SmartPhone
Redmi 4A,Xiaomi,Redmi 4A,SmartPhone
Redmi 4A,Xiaomi,Redmi 4A,SmartPhone
Redmi 4A,Xiaomi,Redmi 4A,SmartPhone
Redmi 4A,Xiaomi,Redmi 4A,SmartPhone
Redmi 4A,Xiaomi,Redmi 4A,SmartPhone
Redmi 4X,Xiaomi,Redmi 4X ,SmartPhone
Redmi 4X,Xiaomi,Redmi 4X ,SmartPhone
Redmi 4A,Xiaomi,Redmi 4A,SmartPhone
Redmi 4A,Xiaomi,Redmi 4A,SmartPhone
Redmi 4A,Xiaomi,Redmi 4A,SmartPhone
Redmi 4A,Xiaomi,Redmi 4A,SmartPhone
Redmi 4A,Xiaomi,Redmi 4A,SmartPhone
Redmi 4A,Xiaomi,Redmi 4A,SmartPhone
Redmi 4A,Xiaomi,Redmi 4A,SmartPhone
Redmi 4A,Xiaomi,Redmi 4A,SmartPhone
Redmi 4A,Xiaomi,Redmi 4A,SmartPhone
Redmi 5 Plus,Xiaomi,Redmi 5 Plus,SmartPhone
Redmi 5 Plus,Xiaomi,Redmi 5 Plus,SmartPhone
Redmi 5 Plus,Xiaomi,Redmi 5 Plus,SmartPhone
Redmi 5 Plus,Xiaomi,Redmi 5 Plus,SmartPhone
Redmi 5 Plus,Xiaomi,Redmi 5 Plus,SmartPhone
Redmi 5 Plus,Xiaomi,Redmi 5 Plus,SmartPhone
Redmi 5A,Xiaomi,Redmi 5A,SmartPhone
Redmi 5A,Xiaomi,Redmi 5A,SmartPhone
Redmi Note 5A Prime,Xiaomi,Redmi Note 5A Prime,SmartPhone
Redmi Note 5A,Xiaomi,Redmi Note 5A,SmartPhone
602SO,Sony,Xperia XZs,SmartPhone
AGS2-L09,Huawei,MediaPad T5,Tablet
AGS2-L09,Huawei,MediaPad T5,Tablet
AGS2-L09,Huawei,MediaPad T5,Tablet
AGS2-L09,Huawei,MediaPad T5,Tablet
AGS2-L09,Huawei,MediaPad T5,Tablet
AGS2-L09,Huawei,MediaPad T5,Tablet
AGS2-L09,Huawei,MediaPad T5,Tablet
AGS2-W09,Huawei,MediaPad T5,Tablet
ANE-LX1,Huawei,P20 lite,SmartPhone
ANE-LX1,Huawei,P20 lite,SmartPhone
ANE-LX1,Huawei,P20 lite,SmartPhone
ATU-L21,Huawei,Y6 2018,SmartPhone
ATU-L42,Huawei,Y6 Prime 2018,SmartPhone
AUM-L29,Huawei,Honor 7A Pro,SmartPhone
AUM-L29,Huawei,Honor 7A Pro,SmartPhone
AUM-L41,Huawei,Honor 7C,SmartPhone
AUM-L41,Huawei,Honor 7C,SmartPhone
BAH2-L09,Huawei,MediaPad M5 lite,Tablet
BAH2-L09,Huawei,MediaPad M5 lite,Tablet
BAH2-W09,Huawei,MediaPad M5 lite,Tablet
BV6800Pro,Blackview,BV6800 Pro,SmartPhone
FLA-LX1 ,Huawei,Y9 2018,SmartPhone
FLA-LX1 ,Huawei,Y9 2018,SmartPhone
Lenovo L38011,Lenovo,K5 Play,SmartPhone
Lenovo L38011,Lenovo,K5 Play,SmartPhone
Mi 5,Xiaomi,Mi 5,SmartPhone
RNE-L02,Huawei,Mate 10 lite,SmartPhone
RNE-L02,Huawei,Mate 10 lite,SmartPhone
RNE-L02,Huawei,Mate 10 lite,SmartPhone
RNE-L21,Huawei,Mate 10 lite,SmartPhone
RNE-L21,Huawei,Mate 10 lite,SmartPhone
RNE-L21,Huawei,Mate 10 lite,SmartPhone
RNE-L22,Huawei,Honor 9i,SmartPhone
RNE-L21,Huawei,Mate 10 lite,SmartPhone
SAMSUNG SM-A320FL,Samsung,Galaxy A3,SmartPhone
SAMSUNG SM-A520F,Samsung,Galaxy A5,SmartPhone
SAMSUNG SM-A520L,Samsung,Galaxy A5,SmartPhone
SAMSUNG SM-A910F,Samsung,Galaxy A9 Pro,SmartPhone
SAMSUNG SM-G570M,Samsung,Galaxy J5 Prime,SmartPhone
SAMSUNG SM-G570M,Samsung,Galaxy J5 Prime,SmartPhone
SAMSUNG SM-G570M,Samsung,Galaxy J5 Prime,SmartPhone
SAMSUNG SM-G930A,Samsung,Galaxy S7,SmartPhone
SAMSUNG SM-G930F,Samsung,Galaxy S7,SmartPhone
SAMSUNG SM-G935S,Samsung,Galaxy S7 Edge,SmartPhone
SM-A520F,Samsung,Galaxy A5,SmartPhone
SM-A520F,Samsung,Galaxy A5,SmartPhone
SM-A520W,Samsung,Galaxy A5,SmartPhone
SM-A605G,Samsung,Galaxy A6+,SmartPhone
SM-A605G,Samsung,Galaxy A6+,SmartPhone
SM-A720F,Samsung,Galaxy A7,SmartPhone
SM-A750FN,Samsung,Galaxy A7 (2018),SmartPhone
SM-A910F,Samsung,Galaxy A9 Pro,SmartPhone
SM-C900F,Samsung,Galaxy C9 Pro,SmartPhone
SM-C900F,Samsung,Galaxy C9 Pro,SmartPhone
SM-G570F,Samsung,Galaxy J5 Prime,SmartPhone
SM-G570F,Samsung,Galaxy J5 Prime,SmartPhone
SM-G570M,Samsung,Galaxy J5 Prime,SmartPhone
SM-G570M,Samsung,Galaxy J5 Prime,SmartPhone
SM-G570M,Samsung,Galaxy J5 Prime,SmartPhone
SM-G570M,Samsung,Galaxy J5 Prime,SmartPhone
SM-G570M,Samsung,Galaxy J5 Prime,SmartPhone
SM-G570M,Samsung,Galaxy J5 Prime,SmartPhone
SM-G570M,Samsung,Galaxy J5 Prime,SmartPhone
SM-G570Y,Samsung,Galaxy J5 Prime,SmartPhone
SM-G570Y,Samsung,Galaxy J5 Prime,SmartPhone
SM-G570Y,Samsung,Galaxy J5 Prime,SmartPhone
SM-G570Y,Samsung,Galaxy J5 Prime,SmartPhone
SM-G930F,Samsung,Galaxy S7,SmartPhone
SM-G930F,Samsung,Galaxy S7,SmartPhone
SM-G930F,Samsung,Galaxy S7,SmartPhone
SM-G930F,Samsung,Galaxy S7,SmartPhone
SM-G930S,Samsung,Galaxy S7,SmartPhone
SM-G935F,Samsung,Galaxy S7 Edge,SmartPhone
SM-G935F,Samsung,Galaxy S7 Edge,SmartPhone
SM-G935K,Samsung,Galaxy S7 Edge,SmartPhone
SM-G935U,Samsung,Galaxy S7 Edge,SmartPhone
SM-G960U,Samsung,Galaxy S9,SmartPhone
SM-J330F,Samsung,Galaxy J3 (2017),SmartPhone
SM-J337AZ,Samsung,Galaxy Amp Prime 3,SmartPhone
SM-J400F,Samsung,Galaxy J4,SmartPhone
SM-J400M,Samsung,Galaxy J4,SmartPhone
SM-J400M,Samsung,Galaxy J4,SmartPhone
SM-J400M,Samsung,Galaxy J4,SmartPhone
SM-J720F,Samsung,Galaxy J7 Duo,SmartPhone
WAS-LX1,Huawei,P10 LITE,SmartPhone
WAS-LX1,Huawei,P10 LITE,SmartPhone
WAS-LX1A,Huawei,P10 LITE,SmartPhone
WAS-LX1A,Huawei,P10 LITE,SmartPhone
moto e5 plus,Motorola,Moto E5 Plus,SmartPhone
moto e5,Motorola,Moto E5,SmartPhone
moto e5,Motorola,Moto E5,SmartPhone
5033M,ALCATEL,1,SmartPhone
5059Z,ALCATEL,1X Evolve,SmartPhone
8082,ALCATEL,1T 10,Tablet
ARS-L22,Huawei,Y MAX,SmartPhone
ASUS_X00HD,Asus,ZenFone 4 Max,SmartPhone
Aquaris U2,bq,Aquaris U2,SmartPhone
Armor_6,Ulefone,Armor 6,SmartPhone
BKK-L21,Huawei,Honor 8C,SmartPhone
BKK-LX2,Huawei,Honor 8C,SmartPhone
CAG-L22,Huawei,Y3 2018,SmartPhone
CPH1803,OPPO,A3S,SmartPhone
CPH1803,OPPO,A3S,SmartPhone
CPH1803,OPPO,A3S,SmartPhone
CPH1803,OPPO,A3S,SmartPhone
CPH1803,OPPO,A3S,SmartPhone
CPH1803,OPPO,A3S,SmartPhone
CPH1803,OPPO,A3S,SmartPhone
CPH1803,OPPO,A3S,SmartPhone
CPH1823,OPPO,F9 Pro,SmartPhone
CPH1859,OPPO,RealMe 1,SmartPhone
CPH1859,OPPO,RealMe 1,SmartPhone
CPH1909,OPPO,A5S,SmartPhone
CPH1909,OPPO,A5S,SmartPhone
CPH1909,OPPO,A5S,SmartPhone
CPH1909,OPPO,A5S,SmartPhone
CPH1909,OPPO,A5S,SmartPhone
CPH1909,OPPO,A5S,SmartPhone
CPH1909,OPPO,A5S,SmartPhone
CPH1909,OPPO,A5S,SmartPhone
CPH1909,OPPO,A5S,SmartPhone
CPH1909,OPPO,A5S,SmartPhone
CPH1909,OPPO,A5S,SmartPhone
CPH1909,OPPO,A5S,SmartPhone
CPH1909,OPPO,A5S,SmartPhone
CPH1909,OPPO,A5S,SmartPhone
CPH1912,OPPO,A5S,SmartPhone
DRA-LX5,Huawei,Y5 Lite 2018,SmartPhone
DRA-LX5,Huawei,Y5 Lite 2018,SmartPhone
DUA-L22,Huawei,Honor 7A,SmartPhone
DUB-LX1,Huawei,Y7 2019,SmartPhone
DUB-LX1,Huawei,Y7 2019,SmartPhone
DUB-LX1,Huawei,Y7 2019,SmartPhone
DUB-LX1,Huawei,Y7 2019,SmartPhone
DUB-LX1,Huawei,Y7 2019,SmartPhone
DUB-LX1,Huawei,Y7 2019,SmartPhone
DUB-LX1,Huawei,Y7 2019,SmartPhone
DUB-LX1,Huawei,Y7 2019,SmartPhone
DUB-LX2,Huawei,Y7 Pro 2019,SmartPhone
DUB-LX2,Huawei,Y7 Pro 2019,SmartPhone
DUB-LX2,Huawei,Y7 Pro 2019,SmartPhone
DUB-LX2,Huawei,Y7 Pro 2019,SmartPhone
DUB-LX3,Huawei,Y7 Prime 2019,SmartPhone
DUB-LX3,Huawei,Y7 Prime 2019,SmartPhone
F-01L,Fujitsu,F-01L,SmartPhone
H96 Max+,Unknown,Unknown,SmartPhone
I4312,Sony,Xperia L3,SmartPhone
INE-LX2,Huawei,nova 3i,SmartPhone
X623,Infinix,HOT 6X,SmartPhone
Kingcomm C500,KINGCOMM,SUPER SMART X3,SmartPhone
LGT02,LG,G Pad 8.0 III,Tablet
LM-Q710(FGN),LG,Stylo 4,SmartPhone
LM-Q710.FG,LG,Stylo 4,SmartPhone
LMX210CM,LG,Fortune 2,SmartPhone
LM-X210(G),LG,Aristo 2,SmartPhone
MS80X,Multilaser,MS80X,SmartPhone
Moto G (5),Motorola,Moto G5,SmartPhone
Moto G (5),Motorola,Moto G5,SmartPhone
Moto G (5S) Plus,Motorola,Moto G5 Plus,SmartPhone
OV10273G,Overmax,Qualcore 1027 3G,Tablet
One Pro,HTC,One,SmartPhone
PMT3831_4G,Prestigio,Muze 3831 4G,Tablet
RMX1811,Realme,C1,SmartPhone
RMX1811,Realme,C1,SmartPhone
Redmi 5 Plus,Xiaomi,Redmi 5 Plus,SmartPhone
Redmi 5 Plus,Xiaomi,Redmi 5 Plus,SmartPhone
Redmi 5 Plus,Xiaomi,Redmi 5 Plus,SmartPhone
Redmi 5 Plus,Xiaomi,Redmi 5 Plus,SmartPhone
Redmi 5 Plus,Xiaomi,Redmi 5 Plus,SmartPhone
Redmi 5,Xiaomi,Redmi 5,SmartPhone
Redmi 5,Xiaomi,Redmi 5,SmartPhone
Redmi 5,Xiaomi,Redmi 5,SmartPhone
Redmi 5,Xiaomi,Redmi 5,SmartPhone
Redmi 5,Xiaomi,Redmi 5,SmartPhone
Redmi 6 Pro,Xiaomi,Redmi 6 Pro,SmartPhone
Redmi 6A,Xiaomi,Redmi 6A,SmartPhone
Redmi 5A,Xiaomi,Redmi 5A,SmartPhone
Redmi 5A,Xiaomi,Redmi 5A,SmartPhone
Redmi Note 5,Xiaomi,Redmi Note 5,SmartPhone
Redmi S2,Xiaomi,Redmi S2,SmartPhone
S31,CAT,S31,SmartPhone
SAMSUNG SM-G610F,Samsung,Galaxy J7 Prime,SmartPhone
SAMSUNG SM-J260T1,Samsung,Galaxy J2,SmartPhone
SAMSUNG SM-J610F,Samsung,Galaxy J6+,SmartPhone
SAMSUNG SM-J701F,Samsung,Galaxy J7 Nxt,SmartPhone
SAMSUNG SM-J710F,Samsung,Galaxy J7,SmartPhone
SAMSUNG SM-J710MN,Samsung,Galaxy J7 Metal,SmartPhone
SAMSUNG SM-J727T1,Samsung,Galaxy J7,SmartPhone
SAMSUNG SM-T580,Samsung,Galaxy Tab A 2016 10.1,Tablet
SAMSUNG SM-T580,Samsung,Galaxy Tab A 2016 10.1,Tablet
SAMSUNG SM-T590,Samsung,Galaxy Tab A 10.5,Tablet
SM-A260F,Samsung,Galaxy A2 Core,SmartPhone
SM-G610F,Samsung,Galaxy J7 Prime,SmartPhone
SM-G610F,Samsung,Galaxy J7 Prime,SmartPhone
SM-G610F,Samsung,Galaxy J7 Prime,SmartPhone
SM-G610F,Samsung,Galaxy J7 Prime,SmartPhone
SM-G610F,Samsung,Galaxy J7 Prime,SmartPhone
SM-G610F,Samsung,Galaxy J7 Prime,SmartPhone
SM-G610F,Samsung,Galaxy J7 Prime,SmartPhone
SM-G610F,Samsung,Galaxy J7 Prime,SmartPhone
SM-G610M,Samsung,Galaxy J7 Prime,SmartPhone
SM-G610M,Samsung,Galaxy J7 Prime,SmartPhone
SM-G610M,Samsung,Galaxy J7 Prime,SmartPhone
SM-G610M,Samsung,Galaxy J7 Prime,SmartPhone
SM-G610M,Samsung,Galaxy J7 Prime,SmartPhone
SM-G610M,Samsung,Galaxy J7 Prime,SmartPhone
SM-G610M,Samsung,Galaxy J7 Prime,SmartPhone
SM-J260F,Samsung,Galaxy J2 Core,SmartPhone
SM-J260F,Samsung,Galaxy J2 Core,SmartPhone
SM-J260F,Samsung,Galaxy J2 Core,SmartPhone
SM-J260F,Samsung,Galaxy J2 Core,SmartPhone
SM-J260F,Samsung,Galaxy J2 Core,SmartPhone
SM-J260GU,Samsung,Galaxy J2 Core 2020,SmartPhone
SM-J260M,Samsung,Galaxy J2 Core,SmartPhone
SM-J260T1,Samsung,Galaxy J2,SmartPhone
SM-J260T1,Samsung,Galaxy J2,SmartPhone
SM-J410F,Samsung,Galaxy J4 Core,SmartPhone
SM-J410G,Samsung,Galaxy J4 Core,SmartPhone
SM-J410G,Samsung,Galaxy J4 Core,SmartPhone
SM-J410G,Samsung,Galaxy J4 Core,SmartPhone
SM-J415F,Samsung,Galaxy J4+,SmartPhone
SM-J610F,Samsung,Galaxy J6+,SmartPhone
SM-J610G,Samsung,Galaxy J6+,SmartPhone
SM-J701MT,Samsung,Galaxy J7 Neo,SmartPhone
SM-J710F,Samsung,SM-J710F,SmartPhone
SM-J710F,Samsung,SM-J710F,SmartPhone
SM-J710F,Samsung,SM-J710F,SmartPhone
SM-J710F,Samsung,SM-J710F,SmartPhone
SM-J710F,Samsung,SM-J710F,SmartPhone
SM-J710FQ,Samsung,Galaxy J7,SmartPhone
SM-J727T1,Samsung,Galaxy J7,SmartPhone
SM-J727T1,Samsung,Galaxy J7,SmartPhone
SM-T580,Samsung,Galaxy Tab A 2016 10.1,Tablet
SM-T580,Samsung,Galaxy Tab A 2016 10.1,Tablet
SM-T580,Samsung,Galaxy Tab A 2016 10.1,Tablet
SM-T580,Samsung,Galaxy Tab A 2016 10.1,Tablet
SM-T580,Samsung,Galaxy Tab A 2016 10.1,Tablet
SM-T580,Samsung,Galaxy Tab A 2016 10.1,Tablet
SM-T580,Samsung,Galaxy Tab A 2016 10.1,Tablet
SM-T585,Samsung,Galaxy Tab A,Tablet
SM-T585,Samsung,Galaxy Tab A,Tablet
TA-1032,HMD Global,Nokia 3,SmartPhone
TECNO B1p,Tecno,POP 2 Power,SmartPhone
TECNO BA2,Tecno,POP 2 Plus,SmartPhone
TECNO KA7,Tecno,Spark 2,SmartPhone
TECNO LA7,Tecno,Pouvoir 2,SmartPhone
X96Max,Unknown,Unknown,SmartPhone
moto e5 play,Motorola,Moto E5 Play,SmartPhone
vivo 1716,Vivo,V7+,SmartPhone
vivo 1718,Vivo,V7,SmartPhone
vivo 1724,Vivo,Y71,SmartPhone
vivo 1803,Vivo,Y81,SmartPhone
vivo 1807,Vivo,Y95,SmartPhone
vivo 1807,Vivo,Y95,SmartPhone
vivo 1807,Vivo,Y95,SmartPhone
vivo 1807,Vivo,Y95,SmartPhone
vivo 1811,Vivo,Y93,SmartPhone
vivo 1811,Vivo,Y93,SmartPhone
vivo 1811,Vivo,Y93,SmartPhone
vivo 1811,Vivo,Y93,SmartPhone
vivo 1811,Vivo,Y93,SmartPhone
vivo 1814,Vivo,1814,SmartPhone
vivo 1814,Vivo,1814,SmartPhone
vivo 1814,Vivo,1814,SmartPhone
vivo 1814,Vivo,1814,SmartPhone
vivo 1816,Vivo,Y91i,SmartPhone
vivo 1817,Vivo,Y91,SmartPhone
vivo 1820,Vivo,Y91C,SmartPhone
